1875 G    0
1875 I    0
1875 II   0
1875 III  0
1875 IV   0
1875 V    0
1875 VI   0
1875 VII  1
1875 VIII 1
1875 IX   0
1875 X    0
1875 XI   0
1875 XIV  1
1875 XV   0
1876 G    2
1876 I    0
1876 II   0
1876 III  0
1876 IV   1
1876 V    0
1876 VI   0
1876 VII  0
1876 VIII 0
1876 IX   0
1876 X    0
1876 XI   0
1876 XIV  1
1876 XV   1
1877 G    2
1877 I    0
1877 II   0
1877 III  0
1877 IV   0
1877 V    0
1877 VI   1
1877 VII  1
1877 VIII 0
1877 IX   0
1877 X    1
1877 XI   0
1877 XIV  2
1877 XV   0
1878 G    1
1878 I    2
1878 II   2
1878 III  1
1878 IV   1
1878 V    0
1878 VI   0
1878 VII  0
1878 VIII 0
1878 IX   0
1878 X    1
1878 XI   0
1878 XIV  1
1878 XV   0
1879 G    0
1879 I    0
1879 II   0
1879 III  1
1879 IV   1
1879 V    2
1879 VI   2
1879 VII  0
1879 VIII 1
1879 IX   0
1879 X    0
1879 XI   2
1879 XIV  1
1879 XV   0
1880 G    0
1880 I    3
1880 II   2
1880 III  1
1880 IV   1
1880 V    1
1880 VI   0
1880 VII  0
1880 VIII 0
1880 IX   2
1880 X    1
1880 XI   4
1880 XIV  3
1880 XV   0
1881 G    1
1881 I    0
1881 II   0
1881 III  2
1881 IV   1
1881 V    0
1881 VI   0
1881 VII  1
1881 VIII 0
1881 IX   1
1881 X    0
1881 XI   0
1881 XIV  0
1881 XV   0
1882 G    1
1882 I    2
1882 II   0
1882 III  0
1882 IV   0
1882 V    0
1882 VI   1
1882 VII  0
1882 VIII 1
1882 IX   1
1882 X    2
1882 XI   1
1882 XIV  4
1882 XV   1
1883 G    0
1883 I    0
1883 II   1
1883 III  2
1883 IV   0
1883 V    1
1883 VI   2
1883 VII  1
1883 VIII 0
1883 IX   1
1883 X    0
1883 XI   3
1883 XIV  0
1883 XV   0
1884 G    3
1884 I    0
1884 II   1
1884 III  0
1884 IV   0
1884 V    0
1884 VI   0
1884 VII  1
1884 VIII 0
1884 IX   0
1884 X    2
1884 XI   0
1884 XIV  1
1884 XV   1
1885 G    0
1885 I    0
1885 II   0
1885 III  0
1885 IV   0
1885 V    0
1885 VI   1
1885 VII  0
1885 VIII 0
1885 IX   2
1885 X    0
1885 XI   1
1885 XIV  0
1885 XV   1
1886 G    2
1886 I    1
1886 II   0
1886 III  0
1886 IV   1
1886 V    1
1886 VI   1
1886 VII  0
1886 VIII 0
1886 IX   1
1886 X    0
1886 XI   1
1886 XIV  3
1886 XV   0
1887 G    1
1887 I    1
1887 II   2
1887 III  1
1887 IV   0
1887 V    0
1887 VI   3
1887 VII  2
1887 VIII 1
1887 IX   1
1887 X    0
1887 XI   1
1887 XIV  2
1887 XV   0
1888 G    0
1888 I    1
1888 II   1
1888 III  0
1888 IV   0
1888 V    1
1888 VI   1
1888 VII  0
1888 VIII 0
1888 IX   0
1888 X    0
1888 XI   1
1888 XIV  1
1888 XV   0
1889 G    0
1889 I    0
1889 II   1
1889 III  1
1889 IV   0
1889 V    1
1889 VI   1
1889 VII  0
1889 VIII 0
1889 IX   1
1889 X    2
1889 XI   2
1889 XIV  0
1889 XV   2
1890 G    1
1890 I    2
1890 II   0
1890 III  2
1890 IV   0
1890 V    1
1890 VI   1
1890 VII  2
1890 VIII 0
1890 IX   2
1890 X    1
1890 XI   1
1890 XIV  2
1890 XV   2
1891 G    0
1891 I    0
1891 II   0
1891 III  1
1891 IV   1
1891 V    1
1891 VI   0
1891 VII  1
1891 VIII 1
1891 IX   0
1891 X    3
1891 XI   3
1891 XIV  1
1891 XV   0
1892 G    1
1892 I    3
1892 II   2
1892 III  0
1892 IV   1
1892 V    1
1892 VI   3
1892 VII  0
1892 VIII 1
1892 IX   1
1892 X    0
1892 XI   1
1892 XIV  1
1892 XV   0
1893 G    0
1893 I    1
1893 II   0
1893 III  0
1893 IV   0
1893 V    1
1893 VI   0
1893 VII  2
1893 VIII 0
1893 IX   0
1893 X    1
1893 XI   3
1893 XIV  0
1893 XV   0
1894 G    1
1894 I    0
1894 II   0
1894 III  0
1894 IV   0
1894 V    0
1894 VI   0
1894 VII  0
1894 VIII 1
1894 IX   0
1894 X    1
1894 XI   1
1894 XIV  0
1894 XV   0
